login	uid	docid	jud	cjud
assessor363	363	2301	0	1
assessor85	85	2301	1	1
assessor44	44	2302	0	0
assessor250	250	2302	1	0
assessor487	487	2302	0	0
assessor138	138	2302	0	0
assessor91	91	2302	0	0
assessor13	13	2303	0	0
assessor199	199	2303	0	0
assessor102	102	2303	1	0
assessor286	286	2303	0	0
assessor14	14	2303	0	0
assessor280	280	2304	0	0
assessor162	162	2304	0	0
assessor236	236	2304	0	0
assessor238	238	2304	0	0
assessor507	507	2304	0	0
assessor119	119	2305	1	1
assessor273	273	2305	1	1
assessor337	337	2305	0	1
assessor92	92	2305	0	1
assessor69	69	2305	1	1
assessor125	125	2306	0	0
assessor545	545	2306	0	0
assessor176	176	2306	0	0
assessor387	387	2306	0	0
assessor299	299	2306	0	0
assessor367	367	2307	0	0
assessor240	240	2307	0	0
assessor193	193	2307	0	0
assessor61	61	2307	0	0
assessor384	384	2307	0	0
assessor120	120	2308	0	0
assessor406	406	2308	0	0
assessor226	226	2308	0	0
assessor240	240	2308	0	0
assessor429	429	2308	0	0
assessor442	442	2309	1	0
assessor346	346	2309	0	0
assessor516	516	2309	0	0
assessor464	464	2309	0	0
assessor242	242	2309	0	0
assessor226	226	2310	0	0
assessor343	343	2310	0	0
assessor511	511	2310	0	0
assessor272	272	2310	0	0
assessor483	483	2310	0	0
assessor274	274	2311	0	0
assessor369	369	2311	0	0
assessor401	401	2311	1	0
assessor111	111	2311	0	0
assessor118	118	2311	1	0
assessor163	163	2312	0	0
assessor307	307	2312	0	0
assessor336	336	2312	1	0
assessor446	446	2312	0	0
assessor547	547	2312	0	0
assessor437	437	2313	0	0
assessor502	502	2313	0	0
assessor270	270	2313	0	0
assessor353	353	2313	0	0
assessor174	174	2313	0	0
assessor371	371	2314	0	0
assessor544	544	2314	0	0
assessor129	129	2314	0	0
assessor205	205	2314	0	0
assessor43	43	2314	0	0
assessor549	549	2315	1	1
assessor353	353	2315	1	1
assessor72	72	2315	1	1
assessor500	500	2315	1	1
assessor240	240	2315	1	1
assessor545	545	2316	1	1
assessor62	62	2316	1	1
assessor403	403	2316	1	1
assessor377	377	2316	1	1
assessor8	8	2316	1	1
assessor221	221	2317	1	0
assessor391	391	2317	0	0
assessor357	357	2317	0	0
assessor427	427	2317	0	0
assessor177	177	2317	0	0
assessor577	577	2318	0	0
assessor237	237	2318	0	0
assessor442	442	2318	0	0
assessor482	482	2318	0	0
assessor28	28	2318	0	0
assessor517	517	2319	0	0
assessor418	418	2319	1	0
assessor103	103	2319	0	0
assessor68	68	2319	0	0
assessor122	122	2319	0	0
assessor344	344	2320	0	0
assessor274	274	2320	1	0
assessor354	354	2320	0	0
assessor103	103	2320	1	0
assessor30	30	2320	0	0
assessor416	416	2321	0	0
assessor393	393	2321	0	0
assessor340	340	2321	0	0
assessor522	522	2321	0	0
assessor497	497	2321	0	0
assessor31	31	2322	0	0
assessor597	597	2322	0	0
assessor376	376	2322	1	0
assessor80	80	2322	0	0
assessor53	53	2322	0	0
assessor61	61	2323	0	0
assessor391	391	2323	0	0
assessor6	6	2323	0	0
assessor316	316	2323	0	0
assessor318	318	2323	0	0
assessor221	221	2324	0	0
assessor83	83	2324	0	0
assessor531	531	2324	1	0
assessor62	62	2324	0	0
assessor461	461	2324	0	0
assessor537	537	2325	0	0
assessor148	148	2325	0	0
assessor469	469	2325	0	0
assessor262	262	2325	0	0
assessor398	398	2325	0	0
assessor154	154	2326	1	1
assessor294	294	2326	1	1
assessor471	471	2326	1	1
assessor344	344	2326	0	1
assessor535	535	2326	0	1
assessor531	531	2327	0	0
assessor20	20	2327	0	0
assessor213	213	2327	0	0
assessor497	497	2327	0	0
assessor177	177	2327	0	0
assessor252	252	2328	0	0
assessor302	302	2328	0	0
assessor360	360	2328	0	0
assessor172	172	2328	0	0
assessor95	95	2328	0	0
assessor126	126	2329	0	0
assessor167	167	2329	0	0
assessor218	218	2329	0	0
assessor108	108	2329	0	0
assessor75	75	2329	0	0
assessor93	93	2330	0	0
assessor29	29	2330	0	0
assessor338	338	2330	0	0
assessor458	458	2330	0	0
assessor256	256	2330	0	0
assessor471	471	2331	1	0
assessor84	84	2331	0	0
assessor98	98	2331	1	0
assessor417	417	2331	0	0
assessor309	309	2331	0	0
assessor485	485	2332	1	0
assessor554	554	2332	1	0
assessor407	407	2332	1	0
assessor146	146	2332	0	0
assessor267	267	2332	0	0
assessor197	197	2333	0	0
assessor91	91	2333	0	0
assessor295	295	2333	0	0
assessor497	497	2333	0	0
assessor560	560	2333	0	0
assessor149	149	2334	0	0
assessor226	226	2334	0	0
assessor374	374	2334	0	0
assessor485	485	2334	0	0
assessor40	40	2334	0	0
assessor181	181	2335	1	0
assessor308	308	2335	0	0
assessor96	96	2335	1	0
assessor302	302	2335	0	0
assessor54	54	2335	0	0
assessor77	77	2336	0	0
assessor65	65	2336	1	0
assessor404	404	2336	1	0
assessor583	583	2336	0	0
assessor193	193	2336	1	0
assessor363	363	2337	0	0
assessor322	322	2337	0	0
assessor120	120	2337	0	0
assessor245	245	2337	0	0
assessor521	521	2337	0	0
assessor296	296	2338	0	0
assessor578	578	2338	0	0
assessor571	571	2338	0	0
assessor254	254	2338	0	0
assessor575	575	2338	0	0
assessor235	235	2339	0	0
assessor316	316	2339	0	0
assessor35	35	2339	0	0
assessor166	166	2339	0	0
assessor76	76	2339	0	0
assessor10	10	2340	0	0
assessor187	187	2340	0	0
assessor207	207	2340	0	0
assessor386	386	2340	0	0
assessor218	218	2340	0	0
assessor246	246	2341	0	0
assessor459	459	2341	0	0
assessor9	9	2341	1	0
assessor483	483	2341	0	0
assessor335	335	2341	0	0
assessor412	412	2342	0	0
assessor406	406	2342	0	0
assessor239	239	2342	0	0
assessor482	482	2342	0	0
assessor423	423	2342	0	0
assessor521	521	2343	0	0
assessor444	444	2343	0	0
assessor498	498	2343	1	0
assessor585	585	2343	0	0
assessor195	195	2343	0	0
assessor18	18	2344	0	0
assessor309	309	2344	0	0
assessor320	320	2344	0	0
assessor166	166	2344	0	0
assessor590	590	2344	1	0
assessor127	127	2345	0	0
assessor577	577	2345	0	0
assessor388	388	2345	1	0
assessor222	222	2345	1	0
assessor198	198	2345	0	0
assessor71	71	2346	1	0
assessor156	156	2346	1	0
assessor418	418	2346	0	0
assessor423	423	2346	0	0
assessor290	290	2346	0	0
assessor213	213	2347	0	0
assessor25	25	2347	1	0
assessor592	592	2347	0	0
assessor108	108	2347	0	0
assessor450	450	2347	0	0
assessor202	202	2348	0	1
assessor562	562	2348	1	1
assessor48	48	2348	1	1
assessor295	295	2348	0	1
assessor67	67	2348	1	1
assessor138	138	2349	0	0
assessor96	96	2349	0	0
assessor252	252	2349	0	0
assessor144	144	2349	0	0
assessor518	518	2349	0	0
assessor41	41	2350	0	0
assessor180	180	2350	1	0
assessor91	91	2350	0	0
assessor594	594	2350	0	0
assessor574	574	2350	1	0
assessor451	451	2351	1	0
assessor599	599	2351	1	0
assessor192	192	2351	0	0
assessor398	398	2351	0	0
assessor568	568	2351	0	0
assessor305	305	2352	0	0
assessor375	375	2352	0	0
assessor405	405	2352	0	0
assessor511	511	2352	0	0
assessor329	329	2352	0	0
assessor179	179	2353	0	0
assessor471	471	2353	0	0
assessor587	587	2353	0	0
assessor344	344	2353	0	0
assessor151	151	2353	1	0
assessor596	596	2354	1	0
assessor235	235	2354	0	0
assessor436	436	2354	0	0
assessor86	86	2354	0	0
assessor330	330	2354	0	0
assessor433	433	2355	0	0
assessor51	51	2355	0	0
assessor317	317	2355	0	0
assessor155	155	2355	0	0
assessor140	140	2355	0	0
assessor513	513	2356	0	0
assessor249	249	2356	1	0
assessor97	97	2356	0	0
assessor263	263	2356	0	0
assessor78	78	2356	0	0
assessor148	148	2357	0	0
assessor170	170	2357	0	0
assessor541	541	2357	1	0
assessor176	176	2357	0	0
assessor364	364	2357	0	0
assessor394	394	2358	0	0
assessor369	369	2358	0	0
assessor176	176	2358	0	0
assessor60	60	2358	0	0
assessor591	591	2358	0	0
assessor14	14	2359	0	0
assessor533	533	2359	0	0
assessor0	0	2359	0	0
assessor254	254	2359	0	0
assessor328	328	2359	1	0
assessor260	260	2360	0	0
assessor7	7	2360	0	0
assessor466	466	2360	0	0
assessor392	392	2360	0	0
assessor34	34	2360	0	0
assessor548	548	2361	0	0
assessor438	438	2361	0	0
assessor188	188	2361	0	0
assessor213	213	2361	1	0
assessor429	429	2361	0	0
assessor542	542	2362	0	0
assessor38	38	2362	0	0
assessor418	418	2362	1	0
assessor588	588	2362	0	0
assessor2	2	2362	0	0
assessor166	166	2363	1	0
assessor465	465	2363	0	0
assessor115	115	2363	0	0
assessor127	127	2363	0	0
assessor511	511	2363	0	0
assessor159	159	2364	0	0
assessor474	474	2364	0	0
assessor279	279	2364	0	0
assessor302	302	2364	0	0
assessor242	242	2364	0	0
assessor417	417	2365	0	0
assessor458	458	2365	1	0
assessor47	47	2365	0	0
assessor82	82	2365	0	0
assessor44	44	2365	0	0
assessor318	318	2366	0	0
assessor377	377	2366	0	0
assessor116	116	2366	1	0
assessor246	246	2366	0	0
assessor268	268	2366	0	0
assessor26	26	2367	0	0
assessor316	316	2367	0	0
assessor12	12	2367	0	0
assessor231	231	2367	0	0
assessor241	241	2367	0	0
assessor251	251	2368	0	0
assessor492	492	2368	1	0
assessor595	595	2368	0	0
assessor362	362	2368	1	0
assessor407	407	2368	0	0
assessor89	89	2369	0	1
assessor405	405	2369	1	1
assessor169	169	2369	1	1
assessor79	79	2369	0	1
assessor596	596	2369	1	1
assessor412	412	2370	0	0
assessor119	119	2370	0	0
assessor357	357	2370	0	0
assessor286	286	2370	0	0
assessor483	483	2370	0	0
assessor117	117	2371	1	0
assessor421	421	2371	0	0
assessor54	54	2371	1	0
assessor391	391	2371	0	0
assessor545	545	2371	0	0
assessor521	521	2372	0	0
assessor226	226	2372	1	0
assessor405	405	2372	0	0
assessor102	102	2372	0	0
assessor14	14	2372	1	0
assessor467	467	2373	0	0
assessor351	351	2373	0	0
assessor77	77	2373	1	0
assessor462	462	2373	0	0
assessor96	96	2373	0	0
assessor14	14	2374	0	0
assessor504	504	2374	0	0
assessor322	322	2374	0	0
assessor57	57	2374	0	0
assessor281	281	2374	0	0
assessor138	138	2375	0	0
assessor571	571	2375	0	0
assessor83	83	2375	0	0
assessor186	186	2375	0	0
assessor461	461	2375	1	0
assessor179	179	2376	0	0
assessor115	115	2376	0	0
assessor159	159	2376	0	0
assessor258	258	2376	0	0
assessor292	292	2376	0	0
assessor322	322	2377	0	0
assessor290	290	2377	0	0
assessor500	500	2377	1	0
assessor540	540	2377	1	0
assessor115	115	2377	1	0
assessor305	305	2378	0	0
assessor399	399	2378	0	0
assessor1	1	2378	0	0
assessor324	324	2378	0	0
assessor492	492	2378	0	0
assessor290	290	2379	0	0
assessor382	382	2379	0	0
assessor552	552	2379	0	0
assessor215	215	2379	1	0
assessor592	592	2379	0	0
assessor408	408	2380	0	0
assessor563	563	2380	0	0
assessor581	581	2380	0	0
assessor553	553	2380	0	0
assessor209	209	2380	0	0
assessor284	284	2381	0	0
assessor261	261	2381	0	0
assessor380	380	2381	0	0
assessor521	521	2381	1	0
assessor165	165	2381	0	0
assessor151	151	2382	1	0
assessor322	322	2382	0	0
assessor402	402	2382	1	0
assessor422	422	2382	1	0
assessor575	575	2382	0	0
assessor524	524	2383	0	0
assessor427	427	2383	0	0
assessor183	183	2383	0	0
assessor277	277	2383	0	0
assessor78	78	2383	0	0
assessor316	316	2384	0	0
assessor211	211	2384	0	0
assessor81	81	2384	0	0
assessor248	248	2384	1	0
assessor573	573	2384	0	0
assessor184	184	2385	0	0
assessor304	304	2385	0	0
assessor385	385	2385	0	0
assessor557	557	2385	0	0
assessor23	23	2385	0	0
assessor81	81	2386	1	0
assessor278	278	2386	0	0
assessor322	322	2386	0	0
assessor448	448	2386	0	0
assessor375	375	2386	0	0
assessor535	535	2387	0	0
assessor552	552	2387	1	0
assessor127	127	2387	0	0
assessor333	333	2387	0	0
assessor303	303	2387	0	0
assessor220	220	2388	0	0
assessor493	493	2388	0	0
assessor51	51	2388	0	0
assessor479	479	2388	0	0
assessor560	560	2388	0	0
assessor98	98	2389	0	0
assessor568	568	2389	1	0
assessor497	497	2389	0	0
assessor15	15	2389	1	0
assessor100	100	2389	0	0
assessor547	547	2390	0	0
assessor418	418	2390	0	0
assessor60	60	2390	1	0
assessor128	128	2390	0	0
assessor340	340	2390	0	0
assessor519	519	2391	0	0
assessor282	282	2391	0	0
assessor279	279	2391	0	0
assessor91	91	2391	1	0
assessor503	503	2391	0	0
assessor64	64	2392	0	0
assessor467	467	2392	0	0
assessor580	580	2392	0	0
assessor422	422	2392	0	0
assessor134	134	2392	0	0
assessor130	130	2393	1	0
assessor382	382	2393	0	0
assessor155	155	2393	0	0
assessor360	360	2393	0	0
assessor64	64	2393	0	0
assessor333	333	2394	0	0
assessor289	289	2394	0	0
assessor116	116	2394	0	0
assessor177	177	2394	0	0
assessor323	323	2394	0	0
assessor249	249	2395	0	0
assessor417	417	2395	0	0
assessor63	63	2395	0	0
assessor295	295	2395	1	0
assessor14	14	2395	0	0
assessor183	183	2396	0	0
assessor543	543	2396	0	0
assessor413	413	2396	0	0
assessor88	88	2396	0	0
assessor142	142	2396	0	0
assessor473	473	2397	0	0
assessor255	255	2397	0	0
assessor583	583	2397	0	0
assessor219	219	2397	0	0
assessor199	199	2397	0	0
assessor521	521	2398	0	0
assessor189	189	2398	0	0
assessor579	579	2398	1	0
assessor19	19	2398	0	0
assessor297	297	2398	0	0
assessor470	470	2399	0	0
assessor113	113	2399	0	0
assessor99	99	2399	0	0
assessor513	513	2399	0	0
assessor297	297	2399	0	0
assessor580	580	2400	0	0
assessor394	394	2400	1	0
assessor543	543	2400	0	0
assessor151	151	2400	0	0
assessor309	309	2400	0	0
assessor91	91	2401	1	1
assessor50	50	2401	1	1
assessor530	530	2401	0	1
assessor232	232	2401	1	1
assessor467	467	2401	1	1
assessor389	389	2402	0	0
assessor409	409	2402	0	0
assessor71	71	2402	0	0
assessor543	543	2402	0	0
assessor259	259	2402	0	0
assessor451	451	2403	0	0
assessor587	587	2403	0	0
assessor260	260	2403	0	0
assessor139	139	2403	0	0
assessor25	25	2403	1	0
assessor582	582	2404	0	0
assessor144	144	2404	0	0
assessor591	591	2404	0	0
assessor133	133	2404	0	0
assessor130	130	2404	0	0
assessor263	263	2405	0	0
assessor418	418	2405	1	0
assessor50	50	2405	0	0
assessor433	433	2405	0	0
assessor363	363	2405	0	0
assessor242	242	2406	0	0
assessor298	298	2406	0	0
assessor143	143	2406	1	0
assessor214	214	2406	0	0
assessor397	397	2406	0	0
assessor543	543	2407	0	0
assessor340	340	2407	0	0
assessor179	179	2407	0	0
assessor280	280	2407	0	0
assessor189	189	2407	0	0
assessor256	256	2408	0	0
assessor318	318	2408	0	0
assessor520	520	2408	1	0
assessor498	498	2408	0	0
assessor31	31	2408	0	0
assessor117	117	2409	0	0
assessor375	375	2409	0	0
assessor104	104	2409	0	0
assessor275	275	2409	0	0
assessor590	590	2409	0	0
assessor508	508	2410	0	0
assessor158	158	2410	0	0
assessor92	92	2410	0	0
assessor7	7	2410	0	0
assessor545	545	2410	0	0
assessor211	211	2411	0	0
assessor55	55	2411	0	0
assessor382	382	2411	0	0
assessor281	281	2411	1	0
assessor294	294	2411	0	0
assessor364	364	2412	0	0
assessor398	398	2412	0	0
assessor13	13	2412	1	0
assessor551	551	2412	1	0
assessor556	556	2412	0	0
assessor95	95	2413	0	0
assessor230	230	2413	0	0
assessor367	367	2413	1	0
assessor488	488	2413	0	0
assessor461	461	2413	1	0
assessor419	419	2414	0	0
assessor500	500	2414	0	0
assessor305	305	2414	0	0
assessor322	322	2414	0	0
assessor60	60	2414	0	0
assessor158	158	2415	0	0
assessor307	307	2415	0	0
assessor543	543	2415	0	0
assessor407	407	2415	0	0
assessor12	12	2415	0	0
assessor388	388	2416	1	0
assessor8	8	2416	0	0
assessor282	282	2416	0	0
assessor276	276	2416	0	0
assessor375	375	2416	0	0
assessor275	275	2417	0	0
assessor208	208	2417	0	0
assessor485	485	2417	0	0
assessor60	60	2417	0	0
assessor184	184	2417	0	0
assessor587	587	2418	0	0
assessor182	182	2418	0	0
assessor387	387	2418	0	0
assessor487	487	2418	1	0
assessor94	94	2418	0	0
assessor433	433	2419	0	0
assessor11	11	2419	0	0
assessor427	427	2419	0	0
assessor581	581	2419	0	0
assessor6	6	2419	0	0
assessor578	578	2420	0	0
assessor60	60	2420	1	0
assessor497	497	2420	0	0
assessor356	356	2420	1	0
assessor411	411	2420	0	0
assessor566	566	2421	0	0
assessor267	267	2421	0	0
assessor350	350	2421	0	0
assessor334	334	2421	0	0
assessor9	9	2421	0	0
assessor245	245	2422	0	0
assessor532	532	2422	0	0
assessor563	563	2422	0	0
assessor71	71	2422	1	0
assessor99	99	2422	0	0
assessor385	385	2423	0	0
assessor513	513	2423	0	0
assessor336	336	2423	0	0
assessor360	360	2423	0	0
assessor54	54	2423	0	0
assessor425	425	2424	0	0
assessor241	241	2424	0	0
assessor377	377	2424	0	0
assessor82	82	2424	0	0
assessor100	100	2424	0	0
assessor229	229	2425	0	0
assessor372	372	2425	0	0
assessor297	297	2425	1	0
assessor211	211	2425	1	0
assessor306	306	2425	1	0
assessor381	381	2426	0	0
assessor229	229	2426	0	0
assessor408	408	2426	0	0
assessor0	0	2426	0	0
assessor522	522	2426	0	0
assessor266	266	2427	0	0
assessor476	476	2427	0	0
assessor394	394	2427	1	0
assessor445	445	2427	0	0
assessor229	229	2427	0	0
assessor592	592	2428	0	0
assessor393	393	2428	1	0
assessor351	351	2428	0	0
assessor441	441	2428	0	0
assessor439	439	2428	0	0
assessor394	394	2429	1	0
assessor573	573	2429	1	0
assessor332	332	2429	0	0
assessor466	466	2429	1	0
assessor276	276	2429	0	0
assessor95	95	2430	0	0
assessor479	479	2430	0	0
assessor560	560	2430	0	0
assessor460	460	2430	1	0
assessor483	483	2430	0	0
assessor318	318	2431	0	0
assessor521	521	2431	0	0
assessor30	30	2431	0	0
assessor493	493	2431	0	0
assessor73	73	2431	0	0
assessor518	518	2432	0	0
assessor168	168	2432	0	0
assessor433	433	2432	0	0
assessor30	30	2432	0	0
assessor510	510	2432	0	0
assessor353	353	2433	0	0
assessor419	419	2433	0	0
assessor57	57	2433	0	0
assessor120	120	2433	1	0
assessor196	196	2433	0	0
assessor558	558	2434	0	0
assessor140	140	2434	1	0
assessor410	410	2434	0	0
assessor440	440	2434	0	0
assessor509	509	2434	0	0
assessor169	169	2435	0	0
assessor238	238	2435	0	0
assessor399	399	2435	0	0
assessor292	292	2435	0	0
assessor472	472	2435	0	0
assessor245	245	2436	0	0
assessor568	568	2436	0	0
assessor454	454	2436	1	0
assessor302	302	2436	0	0
assessor41	41	2436	0	0
assessor352	352	2437	1	1
assessor422	422	2437	1	1
assessor421	421	2437	0	1
assessor486	486	2437	1	1
assessor238	238	2437	1	1
assessor540	540	2438	0	0
assessor168	168	2438	0	0
assessor230	230	2438	0	0
assessor118	118	2438	0	0
assessor85	85	2438	0	0
assessor475	475	2439	1	1
assessor451	451	2439	0	1
assessor47	47	2439	0	1
assessor30	30	2439	1	1
assessor162	162	2439	1	1
assessor109	109	2440	0	0
assessor318	318	2440	1	0
assessor87	87	2440	0	0
assessor197	197	2440	0	0
assessor56	56	2440	1	0
assessor150	150	2441	0	0
assessor329	329	2441	0	0
assessor495	495	2441	0	0
assessor7	7	2441	0	0
assessor71	71	2441	0	0
assessor366	366	2442	0	0
assessor181	181	2442	0	0
assessor144	144	2442	0	0
assessor136	136	2442	1	0
assessor120	120	2442	0	0
assessor500	500	2443	0	0
assessor152	152	2443	0	0
assessor425	425	2443	0	0
assessor235	235	2443	0	0
assessor220	220	2443	0	0
assessor330	330	2444	1	0
assessor75	75	2444	0	0
assessor238	238	2444	1	0
assessor357	357	2444	0	0
assessor154	154	2444	0	0
assessor52	52	2445	0	0
assessor559	559	2445	0	0
assessor589	589	2445	0	0
assessor598	598	2445	0	0
assessor417	417	2445	0	0
assessor333	333	2446	1	1
assessor414	414	2446	1	1
assessor53	53	2446	1	1
assessor59	59	2446	1	1
assessor511	511	2446	1	1
assessor411	411	2447	0	0
assessor410	410	2447	0	0
assessor93	93	2447	1	0
assessor244	244	2447	0	0
assessor242	242	2447	1	0
assessor378	378	2448	0	0
assessor42	42	2448	0	0
assessor564	564	2448	0	0
assessor513	513	2448	0	0
assessor282	282	2448	0	0
assessor527	527	2449	0	0
assessor498	498	2449	0	0
assessor558	558	2449	1	0
assessor449	449	2449	0	0
assessor385	385	2449	0	0
assessor67	67	2450	0	0
assessor62	62	2450	0	0
assessor227	227	2450	0	0
assessor235	235	2450	0	0
assessor4	4	2450	0	0
assessor529	529	2451	0	0
assessor198	198	2451	0	0
assessor463	463	2451	0	0
assessor433	433	2451	0	0
assessor94	94	2451	1	0
assessor458	458	2452	0	0
assessor223	223	2452	0	0
assessor266	266	2452	0	0
assessor494	494	2452	0	0
assessor5	5	2452	0	0
assessor399	399	2453	0	0
assessor230	230	2453	0	0
assessor240	240	2453	0	0
assessor267	267	2453	0	0
assessor34	34	2453	0	0
assessor336	336	2454	0	0
assessor443	443	2454	0	0
assessor69	69	2454	0	0
assessor23	23	2454	0	0
assessor546	546	2454	0	0
assessor442	442	2455	1	0
assessor532	532	2455	0	0
assessor153	153	2455	0	0
assessor259	259	2455	0	0
assessor520	520	2455	0	0
assessor597	597	2456	0	0
assessor513	513	2456	0	0
assessor41	41	2456	1	0
assessor85	85	2456	1	0
assessor565	565	2456	1	0
assessor499	499	2457	0	0
assessor119	119	2457	0	0
assessor453	453	2457	0	0
assessor104	104	2457	0	0
assessor268	268	2457	0	0
assessor338	338	2458	0	0
assessor460	460	2458	0	0
assessor163	163	2458	0	0
assessor66	66	2458	0	0
assessor366	366	2458	0	0
assessor4	4	2459	1	1
assessor591	591	2459	1	1
assessor27	27	2459	1	1
assessor65	65	2459	1	1
assessor102	102	2459	1	1
assessor180	180	2460	0	0
assessor419	419	2460	0	0
assessor107	107	2460	1	0
assessor327	327	2460	0	0
assessor21	21	2460	0	0
assessor560	560	2461	0	0
assessor249	249	2461	0	0
assessor514	514	2461	0	0
assessor255	255	2461	0	0
assessor410	410	2461	0	0
assessor474	474	2462	0	0
assessor275	275	2462	0	0
assessor492	492	2462	0	0
assessor261	261	2462	0	0
assessor498	498	2462	0	0
assessor303	303	2463	0	0
assessor13	13	2463	1	0
assessor590	590	2463	0	0
assessor420	420	2463	0	0
assessor163	163	2463	0	0
assessor400	400	2464	1	0
assessor557	557	2464	0	0
assessor318	318	2464	0	0
assessor381	381	2464	0	0
assessor295	295	2464	0	0
assessor325	325	2465	0	0
assessor443	443	2465	0	0
assessor113	113	2465	0	0
assessor4	4	2465	0	0
assessor542	542	2465	0	0
assessor461	461	2466	0	0
assessor22	22	2466	0	0
assessor259	259	2466	0	0
assessor192	192	2466	0	0
assessor18	18	2466	0	0
assessor449	449	2467	0	0
assessor51	51	2467	0	0
assessor140	140	2467	0	0
assessor29	29	2467	0	0
assessor283	283	2467	0	0
assessor421	421	2468	0	0
assessor348	348	2468	0	0
assessor336	336	2468	0	0
assessor151	151	2468	0	0
assessor431	431	2468	0	0
assessor323	323	2469	1	0
assessor46	46	2469	1	0
assessor115	115	2469	0	0
assessor251	251	2469	1	0
assessor149	149	2469	0	0
assessor382	382	2470	0	0
assessor233	233	2470	0	0
assessor267	267	2470	0	0
assessor206	206	2470	0	0
assessor539	539	2470	0	0
assessor505	505	2471	0	0
assessor161	161	2471	0	0
assessor33	33	2471	0	0
assessor71	71	2471	0	0
assessor463	463	2471	0	0
assessor366	366	2472	0	0
assessor128	128	2472	0	0
assessor57	57	2472	1	0
assessor547	547	2472	0	0
assessor455	455	2472	0	0
assessor94	94	2473	0	0
assessor272	272	2473	0	0
assessor214	214	2473	0	0
assessor351	351	2473	0	0
assessor97	97	2473	0	0
assessor120	120	2474	0	0
assessor484	484	2474	0	0
assessor287	287	2474	0	0
assessor362	362	2474	0	0
assessor483	483	2474	0	0
assessor406	406	2475	0	0
assessor436	436	2475	0	0
assessor435	435	2475	0	0
assessor106	106	2475	0	0
assessor162	162	2475	1	0
assessor453	453	2476	0	0
assessor143	143	2476	0	0
assessor78	78	2476	0	0
assessor519	519	2476	0	0
assessor427	427	2476	0	0
assessor496	496	2477	1	1
assessor314	314	2477	1	1
assessor484	484	2477	1	1
assessor425	425	2477	1	1
assessor398	398	2477	0	1
assessor268	268	2478	0	0
assessor174	174	2478	0	0
assessor17	17	2478	0	0
assessor481	481	2478	0	0
assessor277	277	2478	0	0
assessor69	69	2479	0	0
assessor364	364	2479	0	0
assessor110	110	2479	0	0
assessor73	73	2479	0	0
assessor274	274	2479	0	0
assessor55	55	2480	0	0
assessor125	125	2480	0	0
assessor569	569	2480	0	0
assessor329	329	2480	0	0
assessor530	530	2480	0	0
assessor200	200	2481	0	0
assessor162	162	2481	1	0
assessor26	26	2481	1	0
assessor394	394	2481	0	0
assessor57	57	2481	0	0
assessor501	501	2482	0	0
assessor368	368	2482	1	0
assessor455	455	2482	0	0
assessor294	294	2482	1	0
assessor95	95	2482	0	0
assessor165	165	2483	0	0
assessor398	398	2483	1	0
assessor295	295	2483	0	0
assessor26	26	2483	0	0
assessor44	44	2483	0	0
assessor338	338	2484	0	0
assessor250	250	2484	0	0
assessor452	452	2484	0	0
assessor160	160	2484	0	0
assessor504	504	2484	1	0
assessor38	38	2485	0	0
assessor549	549	2485	0	0
assessor597	597	2485	1	0
assessor252	252	2485	0	0
assessor381	381	2485	0	0
assessor373	373	2486	0	0
assessor168	168	2486	0	0
assessor426	426	2486	0	0
assessor400	400	2486	0	0
assessor428	428	2486	0	0
assessor501	501	2487	0	0
assessor281	281	2487	0	0
assessor33	33	2487	0	0
assessor274	274	2487	0	0
assessor59	59	2487	0	0
assessor506	506	2488	1	1
assessor4	4	2488	1	1
assessor594	594	2488	1	1
assessor384	384	2488	1	1
assessor7	7	2488	1	1
assessor311	311	2489	1	0
assessor268	268	2489	0	0
assessor451	451	2489	0	0
assessor10	10	2489	1	0
assessor448	448	2489	0	0
assessor25	25	2490	0	0
assessor301	301	2490	0	0
assessor557	557	2490	0	0
assessor504	504	2490	1	0
assessor528	528	2490	0	0
assessor361	361	2491	0	0
assessor105	105	2491	0	0
assessor123	123	2491	0	0
assessor510	510	2491	0	0
assessor355	355	2491	0	0
assessor44	44	2492	0	0
assessor40	40	2492	0	0
assessor368	368	2492	0	0
assessor331	331	2492	0	0
assessor70	70	2492	1	0
assessor540	540	2493	0	0
assessor480	480	2493	0	0
assessor245	245	2493	0	0
assessor276	276	2493	0	0
assessor3	3	2493	0	0
assessor460	460	2494	0	0
assessor252	252	2494	1	0
assessor343	343	2494	0	0
assessor1	1	2494	0	0
assessor417	417	2494	0	0
assessor52	52	2495	0	0
assessor33	33	2495	0	0
assessor211	211	2495	0	0
assessor67	67	2495	0	0
assessor580	580	2495	0	0
assessor482	482	2496	0	0
assessor551	551	2496	0	0
assessor344	344	2496	0	0
assessor550	550	2496	0	0
assessor491	491	2496	0	0
assessor494	494	2497	0	0
assessor350	350	2497	0	0
assessor563	563	2497	0	0
assessor33	33	2497	1	0
assessor424	424	2497	1	0
assessor33	33	2498	1	0
assessor12	12	2498	0	0
assessor400	400	2498	0	0
assessor293	293	2498	1	0
assessor266	266	2498	0	0
assessor228	228	2499	0	0
assessor460	460	2499	0	0
assessor49	49	2499	0	0
assessor549	549	2499	0	0
assessor328	328	2499	0	0
assessor478	478	2500	0	0
assessor533	533	2500	0	0
assessor587	587	2500	0	0
assessor541	541	2500	0	0
assessor160	160	2500	0	0
assessor359	359	2501	0	0
